name,province,region,country
Château Larcis Ducasse,Bordeaux,Saint-Émilion,France
Gianfranco Alessandria,Piedmont,Barbera d'Alba,Italy
Clos des Jacobins,Bordeaux,Saint-Émilion,France
Château Les Carmes Haut-Brion,Bordeaux,Pessac-Léognan,France
Château Suau,Bordeaux,Barsac,France
Bookwalter,Washington,Columbia Valley (WA),US
Masciarelli,Central Italy,Colline Teatine,Italy
Apex,Washington,Yakima Valley,US
Crauford,California,Napa Valley,US
Castello Monte Vibiano Vecchio,Central Italy,Colli Perugini,Italy
Chakana,Mendoza Province,Luján de Cuyo,Argentina
Jackson-Triggs,Ontario,Niagara Peninsula,Canada
Colin,Champagne,Champagne,France
Fairview Cellars,British Columbia,Okanagan Valley,Canada
Valentina Cubi,Veneto,Amarone della Valpolicella Classico,Italy
Amisfield,Central Otago,,New Zealand
Ayala,Champagne,Champagne,France
Tenuta degli Dei,Tuscany,Toscana,Italy
Frenzy,South Island,,New Zealand
Campinuovi,Tuscany,Montecucco,Italy
Castellani,Tuscany,Chianti Classico,Italy
Hudson-Chatham,New York,New York,US
La Selva,Tuscany,Morellino di Scansano,Italy
Alcance,Maule Valley,,Chile
Marshall Davis,Washington,Columbia Valley (WA),US
Nittardi,Tuscany,Toscana,Italy
Pagani de Marchi,Tuscany,Toscana,Italy
Pardon et Fils,Beaujolais,Fleurie,France
Poggio al Tesoro,Tuscany,Toscana,Italy
Luiz Barichello,Tuscany,Chianti Classico,Italy
Spottswoode,California,Napa Valley,US
Cloudburst,Western Australia,Margaret River,Australia
Ken Brown,California,Sta. Rita Hills,US
Le Cadeau,Oregon,Chehalem Mountains,US
Lionel Osmin & Cie,Southwest France,Jurançon,France
Mazzocco,California,Rockpile,US
Baiocchi Wines,California,El Dorado,US
Bodegas Manutara,Maule Valley,,Chile
Valdelacierva,Northern Spain,Rioja,Spain
Wonderment Wines,California,Oak Knoll District,US
Xavier Flouret,Burgundy,Chablis,France
Il Feuduccio Di S. Maria D'Orni,Central Italy,Cerasuolo d'Abruzzo,Italy
Château de Lavernette,Beaujolais,Beaujolais Blanc,France
Château des Loges,Beaujolais,Beaujolais-Villages,France
Ciavolich,Central Italy,Colline Pescaresi,Italy
Daniele Reale,Piedmont,Barbera d'Asti Superiore,Italy
Domaine Touzot,Burgundy,Mâcon-Villages,France
Domaines Devillard,Burgundy,Bourgogne Hautes Côtes de Nuits,France
Errazuriz,Aconcagua Costa,,Chile
Famille Fabre,Languedoc-Roussillon,Pays d'Oc,France
Three Brothers,New York,Finger Lakes,US
Vignerons de Buxy,Burgundy,Bourgogne,France
Carte Blanche,California,Sonoma County,US
E. Pira e Figli (Chiara Boschis),Piedmont,Barolo,Italy
Château Potelle,California,Napa Valley,US
Pertinace,Piedmont,Barolo,Italy
Loma Prieta,California,Santa Cruz Mountains,US
Higueruela,Central Spain,Almansa,Spain
Talisman,California,Los Carneros,US
Va Piano Bruno's Blend II,Washington,Columbia Valley (WA),US
Macarico,Southern Italy,Aglianico del Vulture,Italy
Mauro Sebaste,Piedmont,Dolcetto d'Alba,Italy
Oscar Bosio,Piedmont,Barbera d'Alba,Italy
Patit Creek Cellars,Washington,Walla Walla Valley (WA),US
Pescaja,Piedmont,Barbera d'Asti Superiore Nizza,Italy
Prunotto,Piedmont,Dolcetto d'Alba,Italy
Stella Fino,Washington,Columbia Valley (WA),US
Hidden Ridge,California,Sonoma County,US
La Casaccia,Piedmont,Barbera del Monferrato,Italy
Andrea Oberto,Piedmont,Dolcetto d'Alba,Italy
Twomey,California,Santa Barbara County,US
Domaine de la Sauveuse,Provence,Côtes de Provence,France
Boekenhoutskloof,Franschhoek,,South Africa
Marco de Bartoli,Sicily & Sardinia,Sicilia,Italy
Tranche,Washington,Walla Walla Valley (WA),US
Pagos del Moncayo,Northern Spain,Campo de Borja,Spain
Kale,California,Napa Valley,US
Vine Cliff,California,Napa Valley,US
Fife,California,Mendocino,US
Stephan Ehlen,Mosel-Saar-Ruwer,,Germany
S.A. Prüm,Mosel-Saar-Ruwer,,Germany
Dr. Loosen,Mosel-Saar-Ruwer,,Germany
Château Potelle,California,Mount Veeder,US
Seebrich,Rheinhessen,,Germany
"Bodegas Toro Albala, SL",Andalucia,Montilla-Moriles,Spain
Ferrari-Carano,California,Dry Creek Valley,US
Rosa d'Oro,California,Yolo County,US
Stone Wolf,Oregon,Willamette Valley,US
Château Cabezac,Languedoc-Roussillon,Minervois,France
H. & M. Hofer,Weinviertel,,Austria
Messias,Dão,,Portugal
Oberbergen,Baden,,Germany
Fat Monk,California,Central Coast,US
Fattoria di Petrognano,Tuscany,Pomino,Italy
Ferraud et Fils,Beaujolais,Côte de Brouilly,France
Fra Guerau,Catalonia,Montsant,Spain
Arista,California,Mendocino Ridge,US
Babcock,California,Santa Barbara County,US
Icario,Tuscany,Vino Nobile di Montepulciano,Italy
Pietro Beconcini,Tuscany,Toscana,Italy
Piper Sonoma,California,Sonoma County,US
Tardieu-Laurent,Rhône Valley,Côte Rôtie,France
Vallformosa,Catalonia,Penedès,Spain
Big House,California,Central Coast,US
Snow Farm,Vermont,Vermont,US
Spann Vineyards,California,Alexander Valley,US
Estancia,California,Paso Robles,US
El Molinet,Levante,Valencia,Spain
Rocland Estate,South Australia,South Australia,Australia
Sanctuary,California,Mendocino Ridge,US
Monte Cicogna,Northeastern Italy,Garda Classico,Italy
Peri Bigogno,Lombardy,Montenetto di Brescia,Italy
Cantina Bergamasca,Lombardy,Lombardy,Italy
Civielle - Cantina della Valtenesi e della Lugana,Northeastern Italy,Benaco Bresciano,Italy
Civielle - Cantina della Valtenesi e della Lugana,Northeastern Italy,Garda Classico,Italy
Domaine Dujac,Burgundy,Clos de la Roche,France
Domaine Jacques Prieur,Burgundy,Musigny,France
Domaine Jacques Prieur,Burgundy,Echézeaux,France
Domaine Jacques Prieur,Burgundy,Chambertin,France
Domaine Dujac,Burgundy,Clos Saint-Denis,France
Heron,California,California,US
Paripaso,California,California,US
Barboursville Vineyards,Virginia,Virginia,US
Château Gigognan,Rhône Valley,Côtes du Rhône,France
Château Vincens,Southwest France,Côtes du Lot,France
La Mano,Northern Spain,Bierzo,Spain
Bruliam,California,Rockpile,US
Logos,Northern Spain,Navarra,Spain
Wolfgang Puck,California,California,US
Pasorina,California,California,US
Pine & Post,Washington,Washington,US
Six Prong,Washington,Columbia Valley (WA),US
Château la Garde,Bordeaux,Pessac-Léognan,France
Cluster M45,Victoria,Heathcote,Australia
Penfolds,Tasmania,Tasmania,Australia
Cattleya,California,Carneros,US
Tempra Tantrum,Central Spain,Vino de la Tierra de Castilla,Spain
Sonoma Vineyards,California,Sonoma County,US
Starry Night,California,Russian River Valley,US
Yonna,Northern Spain,Campo de Borja,Spain
Jindalee,Australia Other,South Eastern Australia,Australia
Altoona Hills,Australia Other,South Eastern Australia,Australia
Domaine Sophie Cinier,Burgundy,Pouilly-Fuissé,France
Florio,Sicily & Sardinia,Malvasia delle Lipari,Italy
Foris,Oregon,Southern Oregon,US
Gantenbein,Switzerland,,Switzerland
Georges Duboeuf,Burgundy,Saint-Véran,France
Snowy Peaks,Colorado,Grand Valley,US
De Bortoli,Victoria,Heathcote,Australia
Domaine Montrose,Languedoc-Roussillon,Côtes de Thongue,France
Erzetič,Goriska Brda,,Slovenia
Fire and Oak,California,Santa Barbara County,US
Baiocchi Wines,California,Fair Play,US
Cascina Morassino,Piedmont,Barbaresco,Italy
Katarzyna,Thracian Valley,,Bulgaria
Alterra,California,Sonoma County,US
Vignoble Charmet,Beaujolais,Beaujolais,France
Eye Candy,California,California,US
Conquista,Mendoza Province,Mendoza,Argentina
Lola,California,North Coast,US
Denario,Other,Patagonia,Argentina
Cooper Station,California,California,US
Sexy Wine Bomb,California,California,US
Inkling,California,Paso Robles,US
Pessimist,California,California,US
Finca 8,Mendoza Province,Uco Valley,Argentina
Four Paws & A Tail,California,California,US
Herzog,California,Napa Valley,US
Labouré-Roi,Burgundy,Pouilly-Fuissé,France
Maisonry,California,Napa Valley,US
RustRidge,California,Chiles Valley,US
Shenandoah,California,Amador County,US
Terre di San Venanzio Fortunato,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Italy
Astoria,Veneto,Prosecco,Italy
Barão de Vilar,Port,,Portugal
Colores del Sol,Mendoza Province,Mendoza,Argentina
Reverie,California,Diamond Mountain District,US
Valance,California,Napa Valley,US
Yorba,California,Amador County,US
Animale,Washington,Red Mountain,US
Aurielle,California,Napa Valley,US
Blair Fox,California,Santa Ynez Valley,US
Château Pibran,Bordeaux,Pauillac,France
Rozes,Port,,Portugal
Trio Vintners,Washington,Yakima Valley,US
Alana Estate,Martinborough,,New Zealand
Artner,Carnuntum,,Austria
Cantina Novelli,Central Italy,Montefalco Sagrantino,Italy
Carden,Washington,Columbia Valley (WA),US
Château de Pourcieux,Provence,Côtes de Provence,France
Fleur Du Cap,Stellenbosch,,South Africa
Lornano,Tuscany,Vin Santo del Chianti Classico,Italy
Michael Shaps,Virginia,Virginia,US
Moncigale,Provence,Coteaux d'Aix-en-Provence,France
Ostler,Waitaki Valley,,New Zealand
Rock View,California,Mendocino,US
Santa Lucia,Tuscany,Morellino di Scansano,Italy
Rocky Gully,Western Australia,Frankland River,Australia
MontGras,Central Valley,,Chile
Quinta da Romaneira,Douro,,Portugal
Quinta do Noval,Douro,,Portugal
Domaine du Vissoux,Beaujolais,Moulin-à-Vent,France
La Marcellina,Tuscany,Chianti Classico,Italy
Viticcio,Tuscany,Chianti Classico,Italy
Butting Heads,South Australia,Barossa Valley,Australia
Marlargo,South Australia,Clare Valley,Australia
Adobe Road,California,Knights Valley,US
Chateau St. Jean,California,Alexander Valley,US
Château des Demoiselles,Provence,Côtes de Provence,France
Château Tour de Guiet,Bordeaux,Côtes de Bourg,France
Còlpetrone,Central Italy,Montefalco Sagrantino,Italy
J. Christopher,Oregon,Willamette Valley,US
Marilyn,California,California,US
McConnell Estates Winery,California,Lodi,US
Mayacamas,California,Mount Veeder,US
Saladini Pilastri,Central Italy,Marche,Italy
Ciavolich Giuseppe,Central Italy,Colline Pescaresi,Italy
Lancelot-Pienne,Champagne,Champagne,France
Louis de Sacy,Champagne,Champagne,France
Bortolin Angelo,Veneto,Valdobbiadene Prosecco Superiore,Italy
Casa de la Ermita,Levante,Jumilla,Spain
Chardonnais,California,Napa Valley,US
Domaine Rieflé-Landmann,Alsace,Crémant d'Alsace,France
Faustino Rivero Ulecia,Northern Spain,Rioja,Spain
Foss Marai,Veneto,Valdobbiadene Prosecco Superiore,Italy
Glaetzer-Dixon,Tasmania,Tasmania,Australia
J. M. Gobillard et Fils,Champagne,Champagne,France
Autréau de Champillon,Champagne,Champagne,France
Benoît Cocteaux,Champagne,Champagne,France
Barinas,Levante,Jumilla,Spain
Bodegas Cristo de la Vega,Central Spain,La Mancha,Spain
Catman,Oregon,Chehalem Mountains,US
Caves Velhas,Vinho Verde,,Portugal
Château des Arras,Bordeaux,Bordeaux Blanc,France
Château Lauduc,Bordeaux,Bordeaux Blanc,France
Vincze Béla,Eger,,Hungary
La Boatina,Northeastern Italy,Friuli Isonzo,Italy
Domenico,California,Amador County,US
Doqi,Georgia,,Georgia
Enoport,Vinho Verde,,Portugal
Frei Brothers,California,Alexander Valley,US
Attems,Northeastern Italy,Venezia Giulia,Italy
Simonnet-Febvre,Burgundy,,France
Hoyt Family Vineyards,California,California,US
Jacques Capsouto,Galilee,,Israel
Verget,Burgundy,Pouilly-Fuissé,France
Vinaceous,South Australia,Adelaide Hills,Australia
Vins Auvigue,Burgundy,Mâcon-Fuissé,France
Casa Agricola Santos Jorge,Alentejano,,Portugal
Domaine de la Denante,Burgundy,Saint-Véran,France
Domaine Olivier Merlin,Burgundy,Saint-Véran,France
Les Alliés,France Other,Vin de France,France
Enotria,California,Mendocino County,US
Red Thread Wines,California,Howell Mountain,US
Château Bovila,Southwest France,Cahors,France
Corte Moschina,Veneto,Soave,Italy
Pascal Jolivet,Loire Valley,Pouilly-Fumé,France
Covington,Washington,Yakima Valley,US
Inalto,Piedmont,Barolo,Italy
Bazelet HaGolan,Golan Heights,,Israel
Rose & Thistle,California,Napa Valley,US
Sottomarino,California,Paso Robles,US
Tondré,California,Santa Lucia Highlands,US
Concha y Toro,Buin,,Chile
Culton,California,Paso Robles,US
Dutton-Goldfield,California,Anderson Valley,US
Bogle,California,Clarksburg,US
Chapel Down,England,,England
Falchini,Tuscany,Toscana,Italy
Il Colombaio di Santa Chiara,Tuscany,Toscana,Italy
Kirkland Signature,Tuscany,Toscana,Italy
La Lastra,Tuscany,Toscana,Italy
Podere la Marronaia,Tuscany,Toscana,Italy
Renwood,California,Fiddletown,US
Tandem,California,Sonoma Mountain,US
Trinitas,California,Contra Costa County,US
Erik Banti,Tuscany,Toscana,Italy
El Bully,Galicia,Rías Baixas,Spain
Fernando Diéguez Otero,Galicia,Rías Baixas,Spain
American Roots,California,Monterey,US
Barons Edmund Benjamin de Rothschild,Bordeaux,Haut-Médoc,France
Di Lenardo,Northeastern Italy,Friuli Grave,Italy
Domaine Meriwether,Oregon,Willamette Valley,US
Gallo Family Vineyards,California,California,US
Big Ass,California,Sonoma County,US
Château Bellevue la Forêt,Southwest France,Côtes du Frontonnais,France
Château du Coing de Saint-Fiacre,Loire Valley,Vin de Pays du Val de Loire,France
White Truck,California,California,US
Xavier Flouret,Loire Valley,Menetou-Salon,France
Johann Donabaum,Wachau,,Austria
Michel Picard,Loire Valley,Chinon,France
Plozner,Northeastern Italy,Friuli,Italy
Sauvignon Republic,California,Russian River Valley,US
Pellegrini,California,Sonoma County,US
Perusini,Northeastern Italy,Colli Orientali del Friuli,Italy
R. de Ayala Lete E Hijos,Northern Spain,Rioja,Spain
Bogle,California,Russian River Valley,US
Gilbert Cellars,Washington,Columbia Valley (WA),US
Blackstone,California,Sonoma County,US
Hearthstone,California,Paso Robles,US
Verge,California,Dry Creek Valley,US
Yvon Mau,Southwest France,Bergerac,France
Eagle Castle,California,Paso Robles,US
Pacifico Sur,Curicó Valley,,Chile
L'Enclos des Braves,Southwest France,Gaillac,France
Les Vins Bréban,Provence,Côtes de Provence,France
Lone Madrone,California,Adelaida District,US
Lundeen,Oregon,Chehalem Mountains,US
Meiomi,California,California,US
Paco & Lola,Galicia,Rías Baixas,Spain
Château Barbeiranne,Provence,Côtes de Provence,France
Chateau Peyrassol,Provence,Côtes de Provence,France
Château Plaisance,Southwest France,Fronton,France
Clif Family,California,Napa Valley,US
Clos des Amis,California,Ventura County,US
Coffele,Veneto,Soave Classico,Italy
Southold,New York,North Fork of Long Island,US
Cholame,California,Santa Barbara County,US
Galerie,California,Napa Valley,US
Buena Vista,California,Mendocino,US
Château des Arnauds,Bordeaux,Lalande de Pomerol,France
Château Glorit,Bordeaux,Blaye Côtes de Bordeaux,France
Château le Roudier,Bordeaux,Bordeaux Supérieur,France
Van Zellers,Douro,,Portugal
Alfred Gratien,Champagne,Champagne,France
Brokenwood,New South Wales,Hunter Valley,Australia
Alta Pavina,Northern Spain,Vino de la Tierra de Castilla y León,Spain
Bisol,Veneto,Valdobbiadene Prosecco Superiore,Italy
Brooks,Oregon,Willamette Valley,US
Monticello Vineyards,California,Yountville,US
Pierre André,Burgundy,Saint-Aubin,France
Silverado,California,Carneros,US
Château de la Crée,Burgundy,Santenay,France
Domaine de la Rouletière,Loire Valley,Vouvray,France
Abbaye Sylva Plana,Languedoc-Roussillon,Faugères,France
Biltmore Estate,California,Dry Creek Valley,US
Heart O' The Mountain,California,Santa Cruz Mountains,US
Husch,California,Mendocino,US
Mas Gabinèle,Languedoc-Roussillon,Faugères,France
Monticello Vineyards,California,St. Helena,US
Qaramy,Mendoza Province,Mendoza,Argentina
Lange,Oregon,Dundee Hills,US
Monteabellón,Northern Spain,Ribera del Duero,Spain
Olabisi,California,Howell Mountain,US
Marisa Cuomo,Southern Italy,Costa d'Amalfi,Italy
Piquentum,Istria,,Croatia
Ravoire et Fils,Provence,Côtes de Provence,France
Silenus,California,Napa Valley,US
Agrina,Fruška Gora,,Serbia
Alois,Southern Italy,Terre del Volturno,Italy
Château Deffends,Provence,Côtes de Provence,France
Pillsbury,Arizona,Cochise County,US
Henri Schoenheitz,Alsace,Crémant d'Alsace,France
I Capitani,Southern Italy,Irpinia,Italy
Isabel Mondavi,California,Napa Valley,US
Kyra,Washington,Wahluke Slope,US
Gesellmann,Mittelburgenland,,Austria
Zerba Cellars,Washington,Columbia Valley (WA),US
Capaia,Philadelphia,,South Africa
Château la Reyne,Southwest France,Cahors,France
Penfolds,South Australia,Barossa Valley,Australia
Casa di Terra,Tuscany,Toscana,Italy
Domaine A. Machard de Gramont,Burgundy,Pommard,France
Marchesi Gondi,Tuscany,Colli della Toscana Centrale,Italy
L'Oca Ciuca,Tuscany,Brunello di Montalcino,Italy
Louis Jadot,Burgundy,Ladoix,France
Olivier Leflaive,Burgundy,Chablis,France
Olivier Leflaive,Burgundy,Santenay,France
Barkan,Israel,,Israel
Château Canteloup,Bordeaux,Blaye Côtes de Bordeaux,France
Château Grand Picard,Bordeaux,Bordeaux,France
Château Laffitte Laujac,Bordeaux,Médoc,France
Château Landonnet,Bordeaux,Côtes de Bordeaux,France
Cinder,Idaho,,US
Concha y Toro,Colchagua Valley,,Chile
Frisk,California,Lodi,US
Liparita,California,Oakville,US
Michael David,California,California,US
Weingut Ökonomierat Rebholz,Pfalz,,Germany
Nicolas Potel,Burgundy,Aloxe-Corton,France
Peter Franus,California,Red Hills Lake County,US
Red Stitch,California,Santa Lucia Highlands,US
Three Sticks,California,Sonoma Mountain,US
Cusumano,Sicily & Sardinia,Etna,Italy
Albert Bichot,Burgundy,Gevrey-Chambertin,France
Salwey,Baden,,Germany
Albert Bichot,Burgundy,Vosne-Romanée,France
Blue Farm,California,Fort Ross-Seaview,US
Herzog,California,California,US
Mas Carlot,Rhône Valley,Costières de Nîmes,France
Morro View Winery,California,Edna Valley,US
Château Saincrit,Bordeaux,Bordeaux Supérieur,France
Lo Sparviere,Lombardy,Franciacorta,Italy
Paltrinieri,Central Italy,Lambrusco di Sorbara,Italy
Roots,Oregon,Columbia Gorge (OR),US
Digby Fine English,England,,England
Domaine André Collonge,Beaujolais,Beaujolais-Villages,France
Domaine de la Tour Blanche,Alsace,Alsace,France
Domaine Rieflé-Landmann,Alsace,Alsace,France
Domaine Sipp-Mack,Alsace,Alsace,France
François Baur,Alsace,Alsace,France
Marilyn Merlot,California,Napa Valley,US
Malibu Rocky Oaks,California,South Coast,US
Paul Durdilly,Beaujolais,Beaujolais,France
Antonin Rodet,Beaujolais,Beaujolais,France
Brooklyn Oenology,New York,Finger Lakes,US
Cantine Florio,Sicily & Sardinia,Marsala,Italy
Regio Cantina,Southern Italy,Aglianico del Vulture,Italy
Siegel,Leyda Valley,,Chile
Tre Monti,Central Italy,Romagna,Italy
Mallea,California,Santa Barbara County,US
Assuli,Sicily & Sardinia,Terre Siciliane,Italy
Jacques Picard,Champagne,Champagne,France
Mollydooker,South Australia,McLaren Vale,Australia
The Black Chook,South Australia,South Australia,Australia
Bruno Gobillard,Champagne,Champagne,France
Quinta do Casal Monteiro,Lisboa,,Portugal
Paco Garcia,Northern Spain,Rioja,Spain
Arbor Brook,Oregon,Willamette Valley,US
Argillae,Central Italy,Umbria,Italy
Carpe Diem,California,Anderson Valley,US
Highflyer,California,Santa Maria Valley,US
LaZarre,California,Edna Valley,US
Livernano,Tuscany,Toscana,Italy
Scacciadiavoli,Central Italy,Sagrantino di Montefalco,Italy
Flinch,California,Dry Creek Valley,US
Fritz Müller,Rheinhessen,,Germany
Max Ferd. Richter,Mosel,,Germany
Ousterhout,California,Alexander Valley,US
Paix Sur Terre,California,Paso Robles Willow Creek District,US
Rainer Sauer,Franken,,Germany
Sequoia Grove,California,Atlas Peak,US
Shane Wines,California,Santa Lucia Highlands,US
Sketchbook,California,Mendocino County,US
Château Bela,Muzla,,Slovakia
Collalbrigo,Veneto,Marca Trevigiana,Italy
Astoria,Veneto,Colli di Conegliano,Italy
Natale Verga,Northeastern Italy,Delle Venezie,Italy
Sartori,Veneto,Rosso del Veronese,Italy
Grove Street,California,Sonoma Valley,US
Hollywood Hill,Washington,Horse Heaven Hills,US
Montelvini,Northeastern Italy,Delle Venezie,Italy
Peter Cellars,California,Sonoma Valley,US
Astoria,Veneto,Piave,Italy
Costaripa,Northeastern Italy,Garda Classico,Italy
Domaines Astruc,Languedoc-Roussillon,Vin de Pays d'Oc,France
Decades5,California,Napa Valley,US
Perrier Jouët,Champagne,Champagne,France
Tetra,California,Napa Valley,US
Veedercrest,California,Rutherford,US
Vine Cliff,California,Carneros,US
Jacquesson et Fils,Champagne,Champagne,France
Sartori,Veneto,Amarone della Valpolicella Classico,Italy
Rancho Zabaco,California,California,US
Weisinger's of Ashland,Oregon,Rogue Valley,US
Château de Rochemorin,Bordeaux,Bordeaux Blanc,France
Triacca,Tuscany,Chianti Classico,Italy
Wooldridge Creek,Oregon,Applegate Valley,US
M. Trinchero,California,Napa Valley,US
Weisinger's of Ashland,Oregon,Oregon,US
Domaine Denis Gaudry,Loire Valley,Pouilly-Fumé,France
Chancellor Estates,Waipara,,New Zealand
Pepi,Oregon,Willamette Valley,US
Red Hill (NZ),Marlborough,,New Zealand
Ecco Domani,Tuscany,Chianti,Italy
Lion Valley,Oregon,Willamette Valley,US
Ashland Vineyards,Oregon,Rogue Valley,US
Tessari,Veneto,Soave Classico,Italy
Cima Collina,California,San Antonio Valley,US
Clos des Fous,Itata Valley,,Chile
Dobbes Family Estate,Oregon,Rogue Valley,US
Domaine Clair Moreau,Loire Valley,Muscadet Sèvre et Maine,France
Herdade de Medeiros,Alentejano,,Portugal
Kaena,California,Ballard Canyon,US
Lobo,Palmela,,Portugal
Luis Seabra,Vinho Verde,,Portugal
Martin Ray,California,Diamond Mountain District,US
Barnett,California,Green Valley,US
Bruno Cormerais,Loire Valley,Muscadet Sèvre et Maine,France
Launa,Northern Spain,Rioja,Spain
Nastl,Kamptal,,Austria
Paterna,Tuscany,Chianti Colli Aretini,Italy
Saviah,Washington,Columbia Valley (WA),US
Tenuta di Nozzole,Tuscany,Chianti Classico,Italy
Trerose,Tuscany,Vino Nobile di Montepulciano,Italy
Underground Wine Project,Washington,Red Mountain,US
Fluteau,Champagne,Champagne,France
Zull,Weinviertel,,Austria
Andreola Orsola,Veneto,Prosecco del Veneto,Italy
Agustinos,Rapel Valley,,Chile
Bortolin,Veneto,Prosecco di Valdobbiadene,Italy
Bortolin,Veneto,Prosecco Superiore di Cartizze,Italy
Marchesi Antinori,Italy Other,Italy,Italy
Maschio dei Cavalieri,Veneto,Prosecco di Valdobbiadene,Italy
Novy,California,Santa Ynez Valley,US
OZV,California,Lodi,US
Santa Carolina,Central Valley,,Chile
Terre di San Venanzio Fortunato,Veneto,Prosecco di Valdobbiadene,Italy
Villa Sandi,Veneto,Prosecco di Valdobbiadene,Italy
Pangea,Colchagua Valley,,Chile
Domaine J. Meuret,Oregon,Oregon,US
Mr. Riggs,South Australia,McLaren Vale,Australia
Le Bonheur,Simonsberg-Stellenbosch,,South Africa
Licia,Galicia,Rías Baixas,Spain
Ménage a Trois,California,California,US
Pazo das Tapias,Galicia,Monterrei,Spain
Felix Callejo,Northern Spain,Ribera del Duero,Spain
Brass Tacks,California,Central Coast,US
Valpiculata,Northern Spain,Toro,Spain
Cascina Cà Rossa,Piedmont,Roero,Italy
Terre da Vino,Piedmont,Barbera d'Asti Superiore,Italy
Fidelitas,Washington,Horse Heaven Hills,US
Gritsch Mauritiushof,Wachau,,Austria
Albeno Munari,California,Calaveras County,US
Asunto de Vino,Central Valley,,Chile
Belle Glos,California,Santa Maria Valley,US
Cheurlein-Panfilo,Champagne,Champagne,France
Black Stallion,California,California,US
Bonterra,California,Mendocino-Lake,US
Brjnda,Piedmont,Nebbiolo d'Alba,Italy
Castelli del Grevepesa,Tuscany,Toscana,Italy
Castello di Bossi,Tuscany,Chianti Classico,Italy
La Bastide Blanche,Provence,Bandol,France
Manzone,Piedmont,Langhe,Italy
PharaohMoans,California,Paso Robles,US
Chateau Haut Rian,Bordeaux,Bordeaux Blanc,France
Château Landereau,Bordeaux,Bordeaux Rosé,France
Château Tour Chapoux,Bordeaux,Bordeaux,France
Chessman,California,Santa Maria Valley,US
Cheval Quancard,Bordeaux,Premieres Côtes de Bordeaux,France
Vino,Washington,Washington,US
Laurent Gauthier,Beaujolais,Chiroubles,France
Nicodemi,Central Italy,Montepulciano d'Abruzzo,Italy
Exem,Bordeaux,Bordeaux Blanc,France
Irvine Family Vineyards,Oregon,Oregon,US
Château de Chambrun,Bordeaux,Lalande de Pomerol,France
Quattro Mani,Central Italy,Montepulciano d'Abruzzo,Italy
Quinta da Pacheca,Douro,,Portugal
Quinta do Pessegueiro,Douro,,Portugal
Seven of Hearts,Oregon,Oregon,US
Spann Vineyards,California,Sonoma County,US
Star Lane Vineyard,California,Happy Canyon of Santa Barbara,US
Szoke Matyás,Mátra,,Hungary
TeBri Vineyards,Oregon,Willamette Valley,US
Vesevo,Southern Italy,Beneventano,Italy
Villa Schinosa,Southern Italy,Puglia,Italy
Kellerei Kaltern Caldaro,Northeastern Italy,Delle Venezie,Italy
La Filice,California,Paso Robles,US
Mauro Sebaste,Piedmont,Moscato d'Asti,Italy
Michel Moritz,Champagne,Champagne,France
Mount Eden Vineyards,California,Edna Valley,US
Laurent Miquel,Languedoc-Roussillon,Pays d'Oc,France
Anna Spinato,Veneto,Marca Trevigiana,Italy
Di Filippo,Central Italy,Montefalco Sagrantino,Italy
Familia Cassone,Mendoza Province,Mendoza,Argentina
Raffy,Mendoza Province,Tupungato,Argentina
Antonelli,Central Italy,Montefalco Sagrantino,Italy
Brecon Estate,California,Monterey County,US
Cottonwood Canyon,California,Santa Maria Valley,US
Las Vertientes,Mendoza Province,Mendoza,Argentina
Reata,California,Napa County-Sonoma County,US
St. Amant,California,Lodi,US
Antonin Rodet,Burgundy,Mercurey,France
Bernard Magrez,Languedoc-Roussillon,Côtes du Roussillon,France
Casa L'Angel,Levante,Valencia,Spain
Château des Jean-Loron,Beaujolais,Chénas,France
Domaine Cabirau,Languedoc-Roussillon,Côtes du Roussillon,France
Domaine du Clos des Fées,Languedoc-Roussillon,Côtes du Roussillon,France
Dal Forno Romano,Veneto,Valpolicella Superiore,Italy
Gundlach Bundschu,California,Sonoma Coast,US
Accordini Igino,Veneto,Valpolicella Classico Superiore,Italy
Ankh,California,Napa Valley,US
Zephaniah,Virginia,Virginia,US
J Bell Cellars,Washington,Yakima Valley,US
Shirvington,South Australia,McLaren Vale,Australia
Quinta da Maritávora,Douro,,Portugal
Andre et Mireille Tissot,France Other,Arbois,France
Bello Family Vineyards,California,Napa Valley,US
Bodega Calle,Mendoza Province,Luján de Cuyo,Argentina
Campolargo,Dão,,Portugal
Cinciano,Tuscany,Chianti Classico,Italy
Vista Hills,Oregon,Dundee Hills,US
Campolargo,Portuguese Table Wine,,Portugal
Lazy Susan Ranch,California,Diamond Mountain District,US
Livernano,Tuscany,Chianti Classico,Italy
Oak Knoll,Oregon,Oregon,US
Rack & Riddle,California,North Coast,US
Sauvion,Loire Valley,Pouilly-Fumé,France
Sousa Lopes,Portuguese Table Wine,,Portugal
Ninth Island,Tasmania,Tasmania,Australia
Pelassa,Piedmont,Barolo,Italy
Bersano,Piedmont,Barbera d'Asti Superiore Nizza,Italy
Caminhos Cruzados,Dão,,Portugal
Château Berthenon,Bordeaux,Blaye Côtes de Bordeaux,France
Château Haut Sociondo,Bordeaux,Blaye Côtes de Bordeaux,France
Château La Roche Bazin,Bordeaux,Blaye Côtes de Bordeaux,France
Château Magdeleine Bouhou,Bordeaux,Blaye Côtes de Bordeaux,France
Clos Alivu,France Other,Patrimonio,France
